iter	Passed	Remaining
416	2738	3829
417	2750	3829
418	2757	3823
419	2765	3819
420	2775	3816
421	2783	3811
422	2790	3805
423	2797	3800
424	2804	3794
425	2811	3788
426	2818	3782
427	2825	3775
428	2832	3770
429	2839	3764
430	2847	3759
431	2854	3753
432	2861	3746
433	2868	3740
434	2875	3734
435	2881	3727
436	2888	3721
437	2895	3715
438	2902	3709
439	2909	3702
440	2915	3696
441	2922	3689
442	2929	3683
443	2936	3676
444	2943	3670
445	2949	3664
446	2957	3658
447	2965	3653
448	2971	3646
449	2978	3640
450	2984	3633
451	2993	3628
452	2999	3621
453	3005	3614
454	3011	3607
455	3017	3599
456	3024	3593
457	3030	3585
458	3036	3578
459	3042	3571
460	3048	3564
461	3055	3558
462	3061	3550
463	3067	3543
464	3074	3536
465	3080	3529
466	3087	3523
467	3093	3516
468	3101	3511
469	3107	3503
470	3113	3496
471	3120	3490
472	3126	3483
473	3133	3477
474	3140	3470
475	3145	3462
476	3152	3456
477	3158	3449
478	3165	3443
479	3172	3436
480	3178	3429
481	3186	3424
482	3191	3416
483	3198	3409
484	3204	3403
485	3210	3395
486	3217	3389
487	3223	3381
488	3229	3374
489	3235	3367
490	3241	3360
491	3247	3353
492	3253	3346
493	3259	3338
494	3266	3332
495	3271	3324
496	3277	3317
497	3283	3310
498	3289	3302
499	3295	3295
500	3301	3287
501	3306	3280
502	3313	3274
503	3319	3266
504	3324	3258
505	3330	3251
506	3337	3244
507	3343	3238
508	3349	3231
509	3354	3223
510	3361	3216
511	3367	3209
512	3374	3203
513	3380	3195
514	3385	3188
515	3392	3181
516	3398	3174
517	3403	3167
518	3409	3160
519	3415	3152
520	3421	3145
521	3427	3138
522	3433	3131
523	3439	3124
524	3445	3117
525	3451	3110
526	3458	3104
527	3464	3096
528	3470	3089
529	3476	3082
530	3482	3075
531	3488	3068
532	3494	3061
533	3499	3054
534	3506	3047
535	3512	3040
536	3519	3034
537	3525	3027
538	3531	3020
539	3537	3013
540	3543	3006
541	3549	2999
542	3555	2992
543	3561	2985
544	3567	2978
545	3574	2971
546	3579	2964
547	3585	2957
548	3591	2950
549	3597	2943
550	3603	2936
551	3608	2928
552	3613	2921
553	3620	2914
554	3625	2907
555	3632	2900
556	3638	2893
557	3643	2886
558	3649	2879
559	3655	2872
560	3661	2865
561	3668	2859
562	3674	2852
563	3679	2844
564	3685	2837
565	3691	2830
566	3697	2823
567	3703	2816
568	3709	2809
569	3716	2803
570	3721	2796
571	3727	2788
572	3733	2782
573	3738	2774
574	3744	2767
575	3750	2760
576	3755	2753
577	3761	2746
578	3767	2739
579	3773	2732
580	3780	2726
581	3785	2718
582	3790	2711
583	3797	2704
584	3802	2697
585	3807	2690
586	3813	2683
587	3819	2676
588	3824	2669
589	3830	2662
590	3836	2654
591	3842	2648
592	3847	2640
593	3853	2633
594	3859	2626
595	3864	2619
596	3870	2612
597	3876	2606
598	3882	2599
599	3888	2592
600	3894	2585
601	3899	2578
602	3906	2571
603	3912	2565
604	3918	2558
605	3924	2551
606	3929	2544
607	3935	2537
608	3942	2530
609	3946	2523
610	3951	2515
611	3957	2509
612	3962	2501
613	3967	2494
614	3973	2487
615	3978	2480
616	3983	2472
617	3989	2465
618	3994	2458
619	3999	2451
620	4005	2444
621	4010	2436
622	4014	2429
623	4020	2422
624	4025	2415
625	4030	2408
626	4036	2401
627	4041	2393
628	4046	2386
629	4051	2379
630	4056	2372
631	4061	2364
632	4066	2357
633	4071	2350
634	4076	2343
635	4083	2336
636	4088	2330
637	4094	2323
638	4100	2316
639	4107	2310
640	4112	2303
641	4118	2296
642	4124	2290
643	4130	2283
644	4137	2277
645	4143	2270
646	4150	2264
647	4155	2257
648	4161	2250
649	4166	2243
650	4172	2236
651	4177	2229
652	4183	2223
653	4189	2216
654	4195	2209
655	4201	2203
656	4206	2196
657	4213	2189
658	4252	2200
659	4258	2193
660	4265	2187
661	4272	2181
662	4278	2174
663	4285	2168
664	4292	2162
665	4299	2156
666	4305	2149
667	4311	2142
668	4318	2136
669	4323	2129
670	4330	2123
671	4335	2116
672	4342	2110
673	4348	2103
674	4354	2096
675	4360	2090
676	4365	2082
677	4371	2075
678	4377	2069
679	4383	2062
680	4389	2056
681	4395	2049
682	4401	2042
683	4407	2036
684	4412	2029
685	4417	2022
686	4423	2015
687	4429	2008
688	4434	2001
689	4440	1995
690	4446	1988
691	4451	1981
692	4457	1974
693	4463	1968
694	4468	1961
695	4475	1955
696	4481	1948
697	4487	1941
698	4493	1934
699	4498	1927
700	4505	1921
701	4510	1914
702	4515	1907
703	4521	1901
704	4527	1894
705	4533	1887
706	4538	1880
707	4542	1873
708	4547	1866
709	4552	1859
710	4556	1852
711	4560	1844
712	4565	1837
713	4569	1830
714	4574	1823
715	4578	1816
716	4583	1809
717	4588	1801
718	4592	1794
719	4597	1788
720	4603	1781
721	4608	1774
722	4612	1767
723	4618	1760
724	4622	1753
725	4627	1746
726	4633	1739
727	4637	1732
728	4642	1725
729	4647	1718
730	4651	1711
731	4655	1704
732	4659	1697
733	4663	1690
734	4667	1682
735	4671	1675
736	4675	1668
737	4680	1661
738	4685	1654
739	4689	1647
740	4694	1640
741	4699	1633
742	4703	1626
743	4707	1619
744	4712	1612
745	4716	1605
746	4720	1598
747	4724	1591
748	4729	1585
749	4733	1577
750	4737	1570
751	4742	1563
752	4746	1557
753	4750	1549
754	4754	1542
755	4759	1536
756	4764	1529
757	4768	1522
758	4772	1515
759	4777	1508
760	4781	1501
761	4786	1494
762	4790	1488
763	4794	1481
764	4798	1474
765	4802	1467
766	4807	1460
767	4811	1453
768	4815	1446
769	4820	1439
770	4825	1433
771	4829	1426
772	4833	1419
773	4837	1412
774	4841	1405
775	4845	1398
776	4850	1391
777	4854	1385
778	4858	1378
779	4862	1371
780	4866	1364
781	4871	1358
782	4875	1351
783	4879	1344
784	4884	1337
785	4888	1331
786	4893	1324
787	4897	1317
788	4901	1310
789	4906	1304
790	4910	1297
791	4914	1290
792	4920	1284
793	4924	1277
794	4929	1271
795	4934	1264
796	4939	1257
797	4943	1251
798	4947	1244
799	4952	1238
800	4956	1231
801	4960	1224
802	4965	1218
803	4970	1211
804	4974	1204
805	4978	1198
806	4983	1191
807	4987	1185
808	4991	1178
809	4995	1171
810	5000	1165
811	5004	1158
812	5009	1152
813	5013	1145
814	5018	1139
815	5023	1132
816	5027	1126
817	5032	1119
818	5037	1113
819	5041	1106
820	5046	1100
821	5050	1093
822	5055	1087
823	5059	1080
824	5064	1074
825	5069	1067
826	5073	1061
827	5078	1055
828	5083	1048
829	5087	1042
830	5092	1035
831	5096	1029
832	5101	1022
833	5105	1016
834	5110	1009
835	5116	1003
836	5120	997
837	5125	990
838	5130	984
839	5135	978
840	5139	971
841	5144	965
842	5148	958
843	5153	952
844	5158	946
845	5163	939
846	5167	933
847	5172	927
848	5177	920
849	5181	914
850	5186	908
851	5191	901
852	5196	895
853	5200	889
854	5205	882
855	5210	876
856	5215	870
857	5219	863
858	5224	857
859	5229	851
860	5234	845
861	5239	838
862	5244	832
863	5248	826
864	5253	819
865	5258	813
866	5262	807
867	5267	801
868	5272	794
869	5276	788
870	5281	782
871	5285	775
872	5290	769
873	5295	763
874	5299	757
875	5304	750
876	5309	744
877	5313	738
878	5318	732
879	5324	726
880	5328	719
881	5333	713
882	5338	707
883	5342	701
884	5347	694
885	5352	688
886	5357	682
887	5361	676
888	5366	670
889	5371	663
890	5376	657
891	5381	651
892	5386	645
893	5391	639
894	5395	633
895	5401	626
896	5405	620
897	5410	614
898	5415	608
899	5420	602
900	5424	596
901	5429	589
902	5434	583
903	5439	577
904	5444	571
905	5449	565
906	5454	559
907	5459	553
908	5465	547
909	5470	541
910	5474	534
911	5479	528
912	5484	522
913	5489	516
914	5494	510
915	5499	504
916	5504	498
917	5508	492
918	5514	486
919	5519	479
920	5523	473
921	5528	467
922	5533	461
923	5538	455
924	5543	449
925	5548	443
926	5553	437
927	5558	431
928	5563	425
929	5568	419
930	5573	413
931	5578	407
932	5583	400
933	5587	394
934	5593	388
935	5597	382
936	5602	376
937	5607	370
938	5612	364
939	5617	358
940	5622	352
941	5627	346
942	5632	340
943	5636	334
944	5642	328
945	5647	322
946	5652	316
947	5657	310
948	5662	304
949	5666	298
950	5671	292
951	5676	286
952	5681	280
953	5686	274
954	5691	268
955	5696	262
956	5700	256
957	5706	250
958	5711	244
959	5715	238
960	5720	232
961	5759	227
962	5764	221
963	5770	215
964	5778	209
965	5783	203
966	5788	197
967	5793	191
968	5797	185
969	5803	179
970	5807	173
971	5813	167
972	5818	161
973	5823	155
974	5828	149
975	5832	143
976	5838	137
977	5843	131
978	5847	125
979	5852	119
980	5857	113
981	5863	107
982	5868	101
983	5874	95
984	5879	89
985	5884	83
986	5889	77
987	5894	71
988	5899	65
989	5904	59
990	5908	53
991	5913	47
992	5919	41
993	5923	35
994	5928	29
995	5934	23
996	5939	17
997	5944	11
998	5949	5
999	5954	0
