iter	Logloss
216	0.3978628845
217	0.397804718
218	0.3977520142
219	0.3975548096
220	0.3974104309
221	0.3973586121
222	0.3972254639
223	0.3970412598
224	0.3969554443
225	0.3967971497
226	0.3966824951
227	0.3965392456
228	0.3964602661
229	0.396350769
230	0.3962046204
231	0.3961095886
232	0.3960228271
233	0.3959403687
234	0.3958269653
235	0.3956930847
236	0.3956337891
237	0.3955022583
238	0.3953555908
239	0.3952658386
240	0.3951323547
241	0.3949969482
242	0.3948807983
243	0.394702179
244	0.394635376
245	0.3946271362
246	0.394534729
247	0.3943911743
248	0.394254425
249	0.3941440735
250	0.3940675964
251	0.3939776306
252	0.3938891296
253	0.3938016357
254	0.3937971802
255	0.3937029419
256	0.3935550537
257	0.3934943848
258	0.3932789307
259	0.3931451721
260	0.3930556946
261	0.3929415283
262	0.3927698669
263	0.3926527405
264	0.3925559082
265	0.3925109253
266	0.3923828735
267	0.3922348022
268	0.3921635742
269	0.3921195679
270	0.3919371338
271	0.3918656006
272	0.3917351074
273	0.391600647
274	0.3915122375
275	0.3915014648
276	0.3914534912
277	0.3913149719
278	0.391113739
279	0.3909830017
280	0.3909216919
281	0.3907628479
282	0.3905870972
283	0.3904689941
284	0.3903950195
285	0.3902139282
286	0.3900735474
287	0.3898977051
288	0.3897658386
289	0.3896650085
290	0.3895545959
291	0.3894493408
292	0.3892778625
293	0.3891738892
294	0.3891072998
295	0.3890239868
296	0.3889629517
297	0.3888296204
298	0.3887299805
299	0.3886096802
300	0.3885449829
301	0.388491333
302	0.3884476624
303	0.3883338318
304	0.3881734009
305	0.3880597534
306	0.3879363403
307	0.3878182678
308	0.3876939697
309	0.3876517944
310	0.38746875
311	0.3874071045
312	0.3872738647
313	0.3871656494
314	0.3870385742
315	0.3869268799
316	0.3867972107
317	0.3866929321
318	0.3866167603
319	0.3864990845
320	0.3863548584
321	0.3862917786
322	0.3861715088
323	0.3860484619
324	0.3859742126
325	0.3858488464
326	0.3856952209
327	0.3856322327
328	0.3854012451
329	0.3852890015
330	0.3852365723
331	0.3851395569
332	0.3850688477
333	0.3849838257
334	0.3848035278
335	0.3847219543
336	0.3846484985
337	0.3844694824
338	0.3842993469
339	0.3841904297
340	0.3840912476
341	0.3839110107
342	0.3837720947
343	0.3836015015
344	0.3834378052
345	0.3832762451
346	0.3832196045
347	0.3831260376
348	0.3830241089
349	0.3829151611
350	0.3826978149
351	0.38254245
352	0.382438446
353	0.3823273926
354	0.3822758179
355	0.3821645508
356	0.3819782104
357	0.3818566284
358	0.3817369385
359	0.3816669617
360	0.381521759
361	0.3813374939
362	0.3812078247
363	0.3811454468
364	0.3810196533
365	0.3808304138
366	0.3807306519
367	0.3805830994
368	0.3804514771
369	0.3803002625
370	0.3801824341
371	0.3801425171
372	0.3799646912
373	0.3798575134
374	0.379772583
375	0.3797132568
376	0.3796016846
377	0.3795308838
378	0.3793562317
379	0.3792572327
380	0.3790734558
381	0.3789564514
382	0.3788388672
383	0.3787328796
384	0.3786242676
385	0.3784536133
386	0.3783236389
387	0.3782217407
388	0.3781526794
389	0.377984436
390	0.3778222656
391	0.3777402039
392	0.3775618896
393	0.3774302673
394	0.3773568726
395	0.3772255859
396	0.3771174927
397	0.3769710083
398	0.3768624268
399	0.3766966553
400	0.3765592041
401	0.3764503784
402	0.3762982788
403	0.3762022705
404	0.3761177979
405	0.3760272827
406	0.375938324
407	0.3758566895
408	0.3757561035
409	0.3755997925
410	0.3754615784
411	0.3753099365
412	0.3750933228
413	0.3750054016
414	0.3749252625
415	0.3748297729
416	0.3747383118
417	0.3746435547
418	0.3745687866
419	0.3744328308
420	0.3742990112
421	0.3741000977
422	0.3740044556
423	0.3738636475
424	0.3737208862
425	0.3736412354
426	0.3734888916
427	0.3733493652
428	0.3732033997
429	0.3730920105
430	0.3729367676
431	0.3728291931
432	0.3727283325
433	0.3726215515
434	0.3725405884
435	0.3724178772
436	0.3722325745
437	0.3721732178
438	0.3720861511
439	0.3719504089
440	0.3718312378
441	0.3717509766
442	0.3716563721
443	0.3715338745
444	0.3713959961
445	0.3712712097
446	0.3712039795
447	0.3711141663
448	0.3710464783
449	0.3708833618
450	0.3707953491
451	0.3707217407
452	0.3705166016
453	0.3703946228
454	0.3702356262
455	0.3701044922
456	0.3699849243
457	0.3698971558
458	0.3697713928
459	0.369683136
460	0.3695805664
461	0.3694874878
462	0.3693852844
463	0.3692369995
464	0.3690999146
465	0.3690396118
466	0.3688596191
467	0.3687765503
468	0.3686524658
469	0.3685623779
470	0.3683713074
471	0.3682289429
472	0.3680928955
473	0.3680006714
474	0.3679229431
475	0.3677970581
476	0.3677138062
477	0.3675921326
478	0.3674416504
479	0.3673221436
480	0.3672225952
481	0.3670836792
482	0.3670134277
483	0.3669132996
484	0.3667736816
485	0.3666764832
486	0.3665467529
487	0.3664815674
488	0.3664194641
489	0.3662905884
490	0.3661820068
491	0.3660735168
492	0.3659956665
493	0.3658771973
494	0.3657845459
495	0.3657396545
496	0.3656157532
497	0.3655087585
498	0.3653266602
499	0.3652518005
500	0.3651177979
501	0.3649594727
502	0.364857605
503	0.3647446289
504	0.364654541
505	0.364494873
506	0.3643444519
507	0.3642523193
508	0.3641088562
509	0.3640127869
510	0.3639156799
511	0.3638226624
512	0.3636705933
513	0.3635646362
514	0.3634520874
515	0.3633773193
516	0.3633048401
517	0.3631838379
518	0.363108429
519	0.3629900513
520	0.362850708
521	0.3627571411
522	0.3626222534
523	0.3624945068
524	0.3624143677
525	0.3622385254
526	0.3621907043
527	0.3620933838
528	0.3620213013
529	0.3618830566
530	0.3618069763
531	0.361774231
532	0.361669281
533	0.3616127014
534	0.36155896
535	0.3614796753
536	0.3613872681
537	0.3612796021
538	0.3611763611
539	0.3610487671
540	0.3609703369
541	0.3608720703
542	0.3607516174
543	0.3606603394
544	0.3605496826
545	0.3604367981
546	0.3603425293
547	0.3602294006
548	0.3601376038
549	0.3600488892
550	0.3599706421
551	0.3598691406
552	0.3596936646
553	0.3596279907
554	0.3595410156
555	0.3594750977
556	0.3593254395
557	0.3592255859
558	0.3590442505
559	0.3589115295
560	0.3588308105
561	0.3587471008
562	0.3586341553
563	0.3585828552
564	0.3584641418
565	0.3583672791
566	0.3583070374
567	0.3581740417
568	0.3581216736
569	0.3580424194
570	0.3579872437
571	0.3578389893
572	0.357658783
573	0.357513855
574	0.3573517761
575	0.3572651978
576	0.357199707
577	0.3570619507
578	0.356984375
579	0.3569152222
580	0.3568388977
581	0.356706543
582	0.3566318665
583	0.3565744019
584	0.3564326782
585	0.3563623047
586	0.3562128906
587	0.3560947876
588	0.3560070801
589	0.3559248352
590	0.3558442688
591	0.3557581482
592	0.3556289673
593	0.355562561
594	0.3554598083
595	0.3553610229
596	0.3552572632
597	0.3551802368
598	0.3550763245
599	0.3549718323
600	0.3548612061
601	0.3547668457
602	0.3546575317
603	0.3545828857
604	0.3544647217
605	0.3543650208
606	0.3543128052
607	0.3542515259
608	0.3541705017
609	0.3540968628
610	0.3540253296
611	0.3539517517
612	0.3538482056
613	0.3537508545
614	0.353668396
615	0.3534968567
616	0.3533870239
617	0.3532718506
618	0.3531656494
619	0.3530822754
620	0.3529674072
621	0.352859375
622	0.3526765747
623	0.3525977478
624	0.3525112915
625	0.3524444885
626	0.3523145752
627	0.3521521606
628	0.3519752808
629	0.3519000854
630	0.3517944031
631	0.3516911621
632	0.3516008606
633	0.3515043945
634	0.3513786011
635	0.351242981
636	0.3511858521
637	0.3510917358
638	0.3510092468
639	0.350911438
640	0.3507843628
641	0.3507233276
642	0.3506383972
643	0.3505631104
644	0.3504752502
645	0.3503959351
646	0.3503213501
647	0.3502797852
648	0.3502159729
649	0.3501612244
650	0.3500822449
651	0.3499944458
652	0.3498535767
653	0.3497130127
654	0.3496251526
655	0.3495170288
656	0.3493847961
657	0.3492980652
658	0.3492070313
659	0.34908078
660	0.348946167
661	0.3488343506
662	0.3487644043
663	0.3486442871
664	0.3485122986
665	0.348403717
666	0.3482709961
667	0.3481934509
668	0.3481618652
669	0.3480509644
670	0.3480105591
671	0.3478898926
672	0.3478002625
673	0.3477016907
674	0.3475849304
675	0.3475302124
676	0.3474069519
677	0.3473326111
678	0.3472529602
679	0.3471787415
680	0.347121582
681	0.3470139465
682	0.3469714355
683	0.3468765564
684	0.3467925415
685	0.3467243042
686	0.3466937866
687	0.3466057434
688	0.3465301208
689	0.3464634705
690	0.3463868408
691	0.3462690735
692	0.3461858215
693	0.3461168823
694	0.346046875
695	0.3459402466
696	0.3458629761
697	0.345803833
698	0.3457075806
699	0.3456273193
700	0.3455458984
701	0.345456604
702	0.3453412781
703	0.3452478027
704	0.345145813
705	0.3450856628
706	0.3449929199
707	0.3448999939
708	0.3448010864
709	0.3447463074
710	0.344584137
711	0.3444924927
712	0.3444067688
713	0.3442710876
714	0.3441621704
715	0.3440949707
716	0.3439990234
717	0.3438778381
718	0.3437844849
719	0.3437341919
720	0.3436757507
721	0.3435671082
722	0.3434472961
723	0.3433390503
724	0.3432129822
725	0.3431002808
726	0.3429889526
727	0.3429221802
728	0.3428641357
729	0.3427071533
730	0.3426317444
731	0.3425400085
732	0.342432373
733	0.3422783203
734	0.3422332458
735	0.3421955566
736	0.342121521
737	0.3420525513
738	0.3419801941
739	0.3419083862
740	0.3418648071
741	0.3417506714
742	0.3416498413
743	0.3414852905
744	0.3414007568
745	0.34131604
746	0.3412516479
747	0.3411302185
748	0.3410552979
749	0.3410043945
750	0.3409393311
751	0.3408551025
752	0.3407436523
753	0.3406352539
754	0.340521698
755	0.3404199219
756	0.3403374634
757	0.3402869263
758	0.3401950378
759	0.3400916138
760	0.3400068359
761	0.3399172363
762	0.3397693481
763	0.3396470337
764	0.3395875854
765	0.339489624
766	0.3394175415
767	0.3392957764
768	0.3392034912
769	0.3391056519
770	0.3389859009
771	0.3388858032
772	0.3388198242
773	0.3387484741
774	0.3386621094
775	0.3385517578
776	0.3385296631
777	0.3384334717
778	0.3383835144
779	0.3382864685
780	0.3382272644
781	0.3381652222
782	0.3380809631
783	0.3379893188
784	0.3378563232
785	0.3377710571
786	0.3376819763
787	0.3376048584
788	0.3375171509
789	0.3374337158
790	0.3373685303
791	0.3372852173
792	0.3371670532
793	0.3371245422
794	0.3369498291
795	0.3368346863
796	0.3367073669
797	0.3365931091
798	0.3364925537
799	0.3363910522
800	0.3363005676
801	0.3362267151
802	0.3361264648
803	0.3359978638
804	0.3359307251
805	0.3358515625
806	0.3357616272
807	0.3357044678
808	0.3355908813
809	0.3354368286
810	0.3353790283
811	0.3352905273
812	0.3352120972
813	0.335100769
814	0.3350623474
815	0.3350205383
816	0.3349194336
817	0.3348068848
818	0.3347126465
819	0.3346219482
820	0.3345384521
821	0.3344758301
822	0.3343249512
823	0.334223999
824	0.3341478882
825	0.33406604
826	0.3340350647
827	0.3339513245
828	0.3338682861
829	0.333755127
830	0.3336580811
831	0.3335695801
832	0.333477417
833	0.33334729
834	0.3332691956
835	0.3331784363
836	0.3330694275
837	0.3329707642
838	0.3329064941
839	0.3328585205
840	0.3327368164
841	0.3326690979
842	0.3325479736
843	0.3324987488
844	0.3324326782
845	0.3323569641
846	0.3322523804
847	0.3322006226
848	0.3321049805
849	0.3320390015
850	0.3319605103
851	0.331878479
852	0.3317509155
853	0.3316781921
854	0.3316169128
855	0.3315180054
856	0.3314191284
857	0.3313528442
858	0.3312635803
859	0.3311218262
860	0.3310431213
861	0.3309951782
862	0.330921875
863	0.3308076172
864	0.3307365723
865	0.3306741333
866	0.3306196899
867	0.3305315552
868	0.3304657593
869	0.3304096069
870	0.3303691406
871	0.3303041382
872	0.3301609192
873	0.3300490112
874	0.3299177856
875	0.3298531494
876	0.3298145142
877	0.3297162781
878	0.3296346741
879	0.3295465698
880	0.3294780273
881	0.3294157715
882	0.3293210449
883	0.3292225647
884	0.3290738525
885	0.328967041
886	0.3288545837
887	0.328765625
888	0.3286450806
889	0.328559845
890	0.3284852905
891	0.3283649292
892	0.328305481
893	0.3282314453
894	0.3281383057
895	0.3280497437
896	0.3279384155
897	0.3278528442
898	0.327792572
899	0.3277703247
900	0.3277349854
901	0.3276851196
902	0.3276137085
903	0.3275214539
904	0.327431488
905	0.3272833252
906	0.3272119141
907	0.3271055908
908	0.3270494995
909	0.3269895935
910	0.3268624878
911	0.3267476807
912	0.3266278687
913	0.3265231018
914	0.3263893433
915	0.3262529602
916	0.3261768799
917	0.3261321411
918	0.3260366211
919	0.3258931274
920	0.3258006592
921	0.3257694092
922	0.3256758423
923	0.3255979614
924	0.3254880981
925	0.3253939209
926	0.3253165894
927	0.3252733459
928	0.325181427
929	0.3250734863
930	0.3250140686
931	0.324901001
932	0.3248187256
933	0.3246693726
934	0.3246142578
935	0.3245076904
936	0.3243652344
937	0.3243341675
938	0.3242514038
939	0.324190033
940	0.3240552368
941	0.3239341431
942	0.3238126526
943	0.3237019653
944	0.3236609497
945	0.323521759
946	0.3234436646
947	0.3233905029
948	0.3233100891
949	0.3232459106
950	0.3231860352
951	0.3231033325
952	0.323032959
953	0.3229504395
954	0.3228707886
955	0.3228021545
956	0.3227748413
957	0.3226278381
958	0.3225455322
959	0.3224319763
960	0.3223630371
961	0.3222624512
962	0.3222086182
963	0.32214505
964	0.3220445557
965	0.3219070129
966	0.3218203735
967	0.3217512207
968	0.3216732788
969	0.3215396729
970	0.3214692383
971	0.3214116516
972	0.3212854614
973	0.3212539978
974	0.321178833
975	0.3211064453
976	0.3209934692
977	0.320945343
978	0.3208873291
979	0.3208330078
980	0.3207828369
981	0.3207564087
982	0.3207120361
983	0.3206342773
984	0.3206022949
985	0.3205730591
986	0.3205145264
987	0.3203820496
988	0.3202833252
989	0.3202067871
990	0.3201350098
991	0.3200633545
992	0.3200220947
993	0.3199055786
994	0.3197687073
995	0.3196428223
996	0.3195396118
997	0.3194526367
998	0.3193688965
999	0.319281189
